Run,Success Rate (%),Success Count,Total Bytes
1354,92.50,37,40
1355,60.00,24,40
1356,87.50,35,40
1357,77.50,31,40
1358,92.50,37,40
1359,22.50,9,40
1360,87.50,35,40
1361,80.00,32,40
1362,95.00,38,40
1363,50.00,20,40
1364,95.00,38,40
1365,87.50,35,40
1366,55.00,22,40
1367,32.50,13,40
1368,55.00,22,40
1369,95.00,38,40
1370,55.00,22,40
1371,92.50,37,40
1372,92.50,37,40
1373,72.50,29,40
1374,85.00,34,40
1375,70.00,28,40
1376,72.50,29,40
1377,97.50,39,40
1378,62.50,25,40
1379,92.50,37,40
1380,40.00,16,40
1381,47.50,19,40
1382,92.50,37,40
1383,97.50,39,40
1384,90.00,36,40
1385,87.50,35,40
1386,20.00,8,40
1387,100.00,40,40
1388,62.50,25,40
1389,20.00,8,40
1390,80.00,32,40
1391,75.00,30,40
1392,82.50,33,40
1393,42.50,17,40
1394,45.00,18,40
1395,55.00,22,40
1396,97.50,39,40
1397,85.00,34,40
1398,95.00,38,40
1399,75.00,30,40
1400,100.00,40,40
1401,87.50,35,40
1402,90.00,36,40
1403,100.00,40,40
1404,35.00,14,40
1405,82.50,33,40
1406,97.50,39,40
1407,57.50,23,40
1408,75.00,30,40
1409,45.00,18,40
1410,72.50,29,40
1411,65.00,26,40
1412,90.00,36,40
1413,25.00,10,40
1414,95.00,38,40
1415,95.00,38,40
1416,47.50,19,40
1417,82.50,33,40
1418,97.50,39,40
1419,90.00,36,40
1420,25.00,10,40
1421,67.50,27,40
1422,27.50,11,40
1423,77.50,31,40
1424,47.50,19,40
1425,37.50,15,40
1426,72.50,29,40
1427,62.50,25,40
1428,92.50,37,40
1429,45.00,18,40
1430,90.00,36,40
1431,5.00,2,40
1432,80.00,32,40
1433,35.00,14,40
1434,97.50,39,40
1435,42.50,17,40
1436,95.00,38,40
1437,80.00,32,40
1438,52.50,21,40
1439,97.50,39,40
1440,27.50,11,40
1441,90.00,36,40
1442,12.50,5,40
1443,32.50,13,40
1444,75.00,30,40
1445,32.50,13,40
1446,85.00,34,40
1447,87.50,35,40
1448,87.50,35,40
1449,75.00,30,40
1450,30.00,12,40
1451,95.00,38,40
1452,70.00,28,40
1453,85.00,34,40
1454,80.00,32,40
1455,92.50,37,40
1456,17.50,7,40
1457,62.50,25,40
1458,67.50,27,40
1459,95.00,38,40
1460,35.00,14,40
1461,67.50,27,40
1462,90.00,36,40
1463,80.00,32,40
1464,67.50,27,40
1465,10.00,4,40
1466,52.50,21,40
1467,97.50,39,40
1468,35.00,14,40
1469,52.50,21,40
1470,92.50,37,40
1471,35.00,14,40
1472,20.00,8,40
1473,62.50,25,40
1474,27.50,11,40
1475,45.00,18,40
1476,85.00,34,40
1477,35.00,14,40
1478,20.00,8,40
1479,32.50,13,40
1480,90.00,36,40
1481,60.00,24,40
1482,97.50,39,40
1483,82.50,33,40
1484,47.50,19,40
1485,85.00,34,40
1486,92.50,37,40
1487,90.00,36,40
1488,22.50,9,40
1489,72.50,29,40
1490,97.50,39,40
1491,27.50,11,40
1492,12.50,5,40
1493,92.50,37,40
1494,70.00,28,40
1495,62.50,25,40
1496,37.50,15,40
1497,50.00,20,40
1498,100.00,40,40
1499,52.50,21,40
1500,30.00,12,40
1501,85.00,34,40
1502,92.50,37,40
1503,52.50,21,40
1504,80.00,32,40
1505,25.00,10,40
1506,77.50,31,40
1507,97.50,39,40
1508,25.00,10,40
1509,92.50,37,40
1510,65.00,26,40
1511,27.50,11,40
1512,60.00,24,40
1513,92.50,37,40
1514,45.00,18,40
1515,90.00,36,40
1516,82.50,33,40
1517,95.00,38,40
1518,80.00,32,40
1519,90.00,36,40
1520,30.00,12,40
1521,57.50,23,40
1522,95.00,38,40
1523,82.50,33,40
1524,100.00,40,40
1525,92.50,37,40
1526,100.00,40,40
1527,100.00,40,40
1528,87.50,35,40
1529,80.00,32,40
1530,90.00,36,40
1531,20.00,8,40
1532,72.50,29,40
1533,52.50,21,40
1534,87.50,35,40
1535,100.00,40,40
1536,82.50,33,40
1537,17.50,7,40
1538,30.00,12,40
1539,87.50,35,40
1540,47.50,19,40
1541,75.00,30,40
1542,95.00,38,40
1543,40.00,16,40
1544,52.50,21,40
1545,100.00,40,40
1546,87.50,35,40
1547,30.00,12,40
1548,80.00,32,40
1549,97.50,39,40
1550,90.00,36,40
1551,37.50,15,40
1552,37.50,15,40
1553,72.50,29,40
1554,32.50,13,40
1555,80.00,32,40
1556,40.00,16,40
1557,70.00,28,40
1558,100.00,40,40
1559,95.00,38,40
1560,50.00,20,40
1561,85.00,34,40
1562,80.00,32,40
1563,85.00,34,40
1564,100.00,40,40
1565,70.00,28,40
1566,75.00,30,40
1567,97.50,39,40
1568,27.50,11,40
1569,100.00,40,40
1570,92.50,37,40
1571,87.50,35,40
1572,62.50,25,40
1573,90.00,36,40
1574,40.00,16,40
1575,95.00,38,40
1576,90.00,36,40
1577,65.00,26,40
1578,100.00,40,40
1579,30.00,12,40
1580,20.00,8,40
1581,47.50,19,40
1582,82.50,33,40
1583,80.00,32,40
1584,30.00,12,40
1585,85.00,34,40
1586,35.00,14,40
1587,82.50,33,40
1588,27.50,11,40
1589,47.50,19,40
1590,97.50,39,40
1591,95.00,38,40
1592,85.00,34,40
1593,57.50,23,40
1594,100.00,40,40
1595,52.50,21,40
1596,100.00,40,40
1597,92.50,37,40
1598,37.50,15,40
1599,30.00,12,40
1600,65.00,26,40
1601,77.50,31,40
1602,87.50,35,40
1603,100.00,40,40
1604,22.50,9,40
1605,22.50,9,40
1606,25.00,10,40
1607,65.00,26,40
1608,60.00,24,40
1609,85.00,34,40
1610,82.50,33,40
1611,60.00,24,40
1612,67.50,27,40
1613,77.50,31,40
1614,35.00,14,40
1615,77.50,31,40
1616,100.00,40,40
1617,75.00,30,40
1618,52.50,21,40
1619,87.50,35,40
1620,50.00,20,40
1621,12.50,5,40
1622,45.00,18,40
1623,32.50,13,40
1624,22.50,9,40
1625,40.00,16,40
1626,80.00,32,40
1627,95.00,38,40
1628,45.00,18,40
1629,82.50,33,40
1630,27.50,11,40
1631,52.50,21,40
1632,87.50,35,40
1633,77.50,31,40
1634,82.50,33,40
1635,27.50,11,40
1636,30.00,12,40
1637,90.00,36,40
1638,82.50,33,40
1639,57.50,23,40
1640,42.50,17,40
1641,15.00,6,40
1642,85.00,34,40
1643,77.50,31,40
1644,95.00,38,40
1645,92.50,37,40
1646,67.50,27,40
1647,97.50,39,40
1648,62.50,25,40
1649,67.50,27,40
1650,97.50,39,40
1651,97.50,39,40
1652,57.50,23,40
1653,77.50,31,40
1654,97.50,39,40
1655,100.00,40,40
1656,67.50,27,40
1657,95.00,38,40
1658,72.50,29,40
1659,97.50,39,40
1660,90.00,36,40
1661,85.00,34,40
1662,30.00,12,40
1663,70.00,28,40
1664,15.00,6,40
1665,90.00,36,40
1666,85.00,34,40
1667,67.50,27,40
1668,95.00,38,40
1669,77.50,31,40
1670,35.00,14,40
1671,92.50,37,40
1672,97.50,39,40
1673,52.50,21,40
1674,90.00,36,40
1675,100.00,40,40
1676,45.00,18,40
1677,95.00,38,40
1678,72.50,29,40
1679,20.00,8,40
1680,95.00,38,40
1681,77.50,31,40
1682,87.50,35,40
1683,97.50,39,40
1684,95.00,38,40
1685,20.00,8,40
1686,97.50,39,40
1687,87.50,35,40
1688,80.00,32,40
1689,70.00,28,40
1690,22.50,9,40
1691,97.50,39,40
1692,82.50,33,40
1693,52.50,21,40
1694,45.00,18,40
1695,100.00,40,40
1696,92.50,37,40
1697,60.00,24,40
1698,87.50,35,40
1699,95.00,38,40
1700,77.50,31,40
1701,30.00,12,40
1702,87.50,35,40
1703,62.50,25,40
1704,27.50,11,40
1705,37.50,15,40
1706,92.50,37,40
1707,25.00,10,40
1708,40.00,16,40
1709,97.50,39,40
1710,85.00,34,40
1711,30.00,12,40
1712,82.50,33,40
1713,27.50,11,40
1714,62.50,25,40
1715,45.00,18,40
1716,97.50,39,40
1717,75.00,30,40
1718,40.00,16,40
1719,60.00,24,40
1720,47.50,19,40
1721,30.00,12,40
1722,62.50,25,40
1723,92.50,37,40
1724,82.50,33,40
1725,97.50,39,40
1726,85.00,34,40
1727,35.00,14,40
1728,95.00,38,40
1729,90.00,36,40
1730,87.50,35,40
1731,40.00,16,40
1732,27.50,11,40
1733,25.00,10,40
1734,32.50,13,40
1735,30.00,12,40
1736,57.50,23,40
1737,82.50,33,40
1738,87.50,35,40
1739,90.00,36,40
1740,92.50,37,40
1741,72.50,29,40
1742,37.50,15,40
1743,25.00,10,40
1744,87.50,35,40
1745,90.00,36,40
1746,85.00,34,40
1747,67.50,27,40
1748,90.00,36,40
1749,72.50,29,40
1750,97.50,39,40
1751,42.50,17,40
1752,82.50,33,40
1753,72.50,29,40
1754,55.00,22,40
1755,100.00,40,40
1756,60.00,24,40
1757,55.00,22,40
1758,90.00,36,40
1759,62.50,25,40
1760,40.00,16,40
1761,62.50,25,40
1762,50.00,20,40
1763,80.00,32,40
1764,42.50,17,40
1765,72.50,29,40
1766,85.00,34,40
1767,85.00,34,40
1768,40.00,16,40
1769,82.50,33,40
1770,100.00,40,40
1771,60.00,24,40
1772,35.00,14,40
1773,87.50,35,40
1774,75.00,30,40
1775,92.50,37,40
1776,32.50,13,40
1777,67.50,27,40
1778,57.50,23,40
1779,90.00,36,40
1780,70.00,28,40
1781,72.50,29,40
1782,42.50,17,40
1783,67.50,27,40
1784,40.00,16,40
1785,35.00,14,40
1786,35.00,14,40
1787,85.00,34,40
1788,92.50,37,40
1789,82.50,33,40
1790,32.50,13,40
1791,92.50,37,40
1792,80.00,32,40
1793,95.00,38,40
1794,90.00,36,40
1795,45.00,18,40
1796,60.00,24,40
1797,82.50,33,40
1798,67.50,27,40
1799,95.00,38,40
1800,32.50,13,40
1801,47.50,19,40
1802,90.00,36,40
1803,55.00,22,40
1804,95.00,38,40
1805,85.00,34,40
1806,80.00,32,40
1807,60.00,24,40
1808,90.00,36,40
1809,92.50,37,40
1810,95.00,38,40
1811,50.00,20,40
1812,95.00,38,40
1813,35.00,14,40
1814,100.00,40,40
1815,32.50,13,40
1816,82.50,33,40
1817,55.00,22,40
1818,85.00,34,40
1819,100.00,40,40
1820,95.00,38,40
1821,45.00,18,40
1822,72.50,29,40
1823,17.50,7,40
1824,42.50,17,40
1825,55.00,22,40
1826,22.50,9,40
1827,87.50,35,40
1828,32.50,13,40
1829,20.00,8,40
1830,55.00,22,40
1831,32.50,13,40
1832,27.50,11,40
1833,72.50,29,40
1834,97.50,39,40
1835,30.00,12,40
1836,60.00,24,40
1837,95.00,38,40
1838,40.00,16,40
1839,92.50,37,40
1840,27.50,11,40
1841,27.50,11,40
1842,32.50,13,40
1843,25.00,10,40
1844,35.00,14,40
1845,67.50,27,40
1846,70.00,28,40
1847,92.50,37,40
1848,97.50,39,40
1849,87.50,35,40
1850,90.00,36,40
1851,37.50,15,40
1852,67.50,27,40
1853,35.00,14,40
1854,35.00,14,40
1855,60.00,24,40
1856,35.00,14,40
1857,82.50,33,40
1858,97.50,39,40
1859,92.50,37,40
1860,97.50,39,40
1861,77.50,31,40
1862,20.00,8,40
1863,62.50,25,40
1864,25.00,10,40
1865,70.00,28,40
1866,87.50,35,40
1867,12.50,5,40
1868,72.50,29,40
1869,35.00,14,40
1870,87.50,35,40
1871,27.50,11,40
1872,90.00,36,40
1873,62.50,25,40
1874,30.00,12,40
1875,97.50,39,40
1876,90.00,36,40
1877,80.00,32,40
1878,67.50,27,40
1879,82.50,33,40
1880,60.00,24,40
1881,82.50,33,40
1882,100.00,40,40
1883,100.00,40,40
1884,77.50,31,40
1885,72.50,29,40
1886,25.00,10,40
1887,85.00,34,40
1888,55.00,22,40
1889,82.50,33,40
1890,90.00,36,40
1891,85.00,34,40
1892,35.00,14,40
1893,95.00,38,40
1894,92.50,37,40
1895,82.50,33,40
1896,85.00,34,40
1897,40.00,16,40
1898,95.00,38,40
1899,77.50,31,40
1900,32.50,13,40
1901,97.50,39,40
1902,27.50,11,40
1903,80.00,32,40
1904,70.00,28,40
1905,60.00,24,40
1906,37.50,15,40
1907,80.00,32,40
1908,85.00,34,40
1909,60.00,24,40
1910,90.00,36,40
1911,32.50,13,40
1912,92.50,37,40
1913,87.50,35,40
1914,70.00,28,40
1915,35.00,14,40
1916,75.00,30,40
1917,72.50,29,40
1918,77.50,31,40
1919,95.00,38,40
1920,60.00,24,40
1921,20.00,8,40
1922,22.50,9,40
1923,87.50,35,40
1924,97.50,39,40
1925,95.00,38,40
1926,50.00,20,40
1927,87.50,35,40
1928,80.00,32,40
1929,30.00,12,40
1930,72.50,29,40
1931,40.00,16,40
1932,92.50,37,40
1933,77.50,31,40
1934,97.50,39,40
1935,87.50,35,40
1936,85.00,34,40
1937,95.00,38,40
1938,27.50,11,40
1939,87.50,35,40
1940,75.00,30,40
1941,90.00,36,40
1942,90.00,36,40
1943,85.00,34,40
1944,80.00,32,40
1945,60.00,24,40
1946,75.00,30,40
1947,45.00,18,40
1948,95.00,38,40
1949,77.50,31,40
1950,42.50,17,40
1951,75.00,30,40
1952,35.00,14,40
1953,77.50,31,40
1954,80.00,32,40
1955,90.00,36,40
1956,100.00,40,40
1957,80.00,32,40
1958,12.50,5,40
1959,70.00,28,40
1960,15.00,6,40
1961,97.50,39,40
1962,42.50,17,40
1963,77.50,31,40
1964,80.00,32,40
1965,97.50,39,40
1966,35.00,14,40
1967,95.00,38,40
1968,70.00,28,40
1969,65.00,26,40
1970,100.00,40,40
1971,37.50,15,40
1972,25.00,10,40
1973,85.00,34,40
1974,27.50,11,40
1975,42.50,17,40
1976,40.00,16,40
1977,47.50,19,40
1978,95.00,38,40
1979,50.00,20,40
1980,95.00,38,40
1981,87.50,35,40
1982,80.00,32,40
1983,67.50,27,40
1984,50.00,20,40
1985,97.50,39,40
1986,85.00,34,40
1987,80.00,32,40
1988,22.50,9,40
1989,85.00,34,40
1990,37.50,15,40
1991,22.50,9,40
1992,37.50,15,40
1993,32.50,13,40
1994,30.00,12,40
1995,77.50,31,40
1996,42.50,17,40
1997,95.00,38,40
1998,62.50,25,40
1999,17.50,7,40
2000,87.50,35,40
