Run,Success Rate (%),Success Count,Total Bytes
1356,70.00,28,40
1357,75.00,30,40
1358,55.00,22,40
1359,65.00,26,40
1360,57.50,23,40
1361,52.50,21,40
1362,17.50,7,40
1363,30.00,12,40
1364,50.00,20,40
1365,100.00,40,40
1366,55.00,22,40
1367,87.50,35,40
1368,82.50,33,40
1369,22.50,9,40
1370,47.50,19,40
1371,82.50,33,40
1372,97.50,39,40
1373,42.50,17,40
1374,70.00,28,40
1375,100.00,40,40
1376,30.00,12,40
1377,82.50,33,40
1378,90.00,36,40
1379,30.00,12,40
1380,67.50,27,40
1381,22.50,9,40
1382,25.00,10,40
1383,35.00,14,40
1384,25.00,10,40
1385,22.50,9,40
1386,95.00,38,40
1387,82.50,33,40
1388,37.50,15,40
1389,82.50,33,40
1390,20.00,8,40
1391,17.50,7,40
1392,47.50,19,40
1393,85.00,34,40
1394,80.00,32,40
1395,17.50,7,40
1396,70.00,28,40
1397,50.00,20,40
1398,60.00,24,40
1399,27.50,11,40
1400,77.50,31,40
1401,20.00,8,40
1402,75.00,30,40
1403,50.00,20,40
1404,100.00,40,40
1405,85.00,34,40
1406,95.00,38,40
1407,92.50,37,40
1408,95.00,38,40
1409,22.50,9,40
1410,72.50,29,40
1411,82.50,33,40
1412,37.50,15,40
1413,92.50,37,40
1414,47.50,19,40
1415,95.00,38,40
1416,77.50,31,40
1417,65.00,26,40
1418,77.50,31,40
1419,100.00,40,40
1420,100.00,40,40
1421,90.00,36,40
1422,72.50,29,40
1423,27.50,11,40
1424,95.00,38,40
1425,65.00,26,40
1426,20.00,8,40
1427,100.00,40,40
1428,87.50,35,40
1429,67.50,27,40
1430,27.50,11,40
1431,90.00,36,40
1432,32.50,13,40
1433,92.50,37,40
1434,30.00,12,40
1435,95.00,38,40
1436,95.00,38,40
1437,100.00,40,40
1438,17.50,7,40
1439,42.50,17,40
1440,90.00,36,40
1441,57.50,23,40
1442,77.50,31,40
1443,27.50,11,40
1444,40.00,16,40
1445,32.50,13,40
1446,92.50,37,40
1447,37.50,15,40
1448,80.00,32,40
1449,60.00,24,40
1450,22.50,9,40
1451,27.50,11,40
1452,60.00,24,40
1453,50.00,20,40
1454,90.00,36,40
1455,22.50,9,40
1456,45.00,18,40
1457,90.00,36,40
1458,95.00,38,40
1459,90.00,36,40
1460,82.50,33,40
1461,92.50,37,40
1462,15.00,6,40
1463,42.50,17,40
1464,95.00,38,40
1465,92.50,37,40
1466,62.50,25,40
1467,95.00,38,40
1468,95.00,38,40
1469,72.50,29,40
1470,60.00,24,40
1471,25.00,10,40
1472,95.00,38,40
1473,20.00,8,40
1474,37.50,15,40
1475,92.50,37,40
1476,97.50,39,40
1477,35.00,14,40
1478,32.50,13,40
1479,95.00,38,40
1480,70.00,28,40
1481,37.50,15,40
1482,42.50,17,40
1483,57.50,23,40
1484,35.00,14,40
1485,30.00,12,40
1486,35.00,14,40
1487,35.00,14,40
1488,30.00,12,40
1489,90.00,36,40
1490,95.00,38,40
1491,95.00,38,40
1492,90.00,36,40
1493,97.50,39,40
1494,50.00,20,40
1495,85.00,34,40
1496,77.50,31,40
1497,72.50,29,40
1498,22.50,9,40
1499,30.00,12,40
1500,35.00,14,40
1501,40.00,16,40
1502,90.00,36,40
1503,90.00,36,40
1504,92.50,37,40
1505,72.50,29,40
1506,40.00,16,40
1507,80.00,32,40
1508,27.50,11,40
1509,92.50,37,40
1510,95.00,38,40
1511,92.50,37,40
1512,100.00,40,40
1513,82.50,33,40
1514,92.50,37,40
1515,70.00,28,40
1516,45.00,18,40
1517,27.50,11,40
1518,57.50,23,40
1519,35.00,14,40
1520,90.00,36,40
1521,92.50,37,40
1522,35.00,14,40
1523,55.00,22,40
1524,75.00,30,40
1525,92.50,37,40
1526,85.00,34,40
1527,62.50,25,40
1528,67.50,27,40
1529,87.50,35,40
1530,22.50,9,40
1531,57.50,23,40
1532,70.00,28,40
1533,70.00,28,40
1534,37.50,15,40
1535,90.00,36,40
1536,67.50,27,40
1537,80.00,32,40
1538,100.00,40,40
1539,72.50,29,40
1540,82.50,33,40
1541,27.50,11,40
1542,87.50,35,40
1543,70.00,28,40
1544,92.50,37,40
1545,75.00,30,40
1546,95.00,38,40
1547,82.50,33,40
1548,80.00,32,40
1549,30.00,12,40
1550,100.00,40,40
1551,100.00,40,40
1552,32.50,13,40
1553,100.00,40,40
1554,85.00,34,40
1555,97.50,39,40
1556,60.00,24,40
1557,87.50,35,40
1558,25.00,10,40
1559,100.00,40,40
1560,100.00,40,40
1561,55.00,22,40
1562,92.50,37,40
1563,22.50,9,40
1564,30.00,12,40
1565,30.00,12,40
1566,82.50,33,40
1567,30.00,12,40
1568,37.50,15,40
1569,72.50,29,40
1570,97.50,39,40
1571,67.50,27,40
1572,92.50,37,40
1573,92.50,37,40
1574,97.50,39,40
1575,90.00,36,40
1576,95.00,38,40
1577,77.50,31,40
1578,47.50,19,40
1579,80.00,32,40
1580,95.00,38,40
1581,80.00,32,40
1582,92.50,37,40
1583,67.50,27,40
1584,37.50,15,40
1585,80.00,32,40
1586,87.50,35,40
1587,92.50,37,40
1588,40.00,16,40
1589,100.00,40,40
1590,60.00,24,40
1591,100.00,40,40
1592,90.00,36,40
1593,47.50,19,40
1594,80.00,32,40
1595,97.50,39,40
1596,82.50,33,40
1597,22.50,9,40
1598,87.50,35,40
1599,75.00,30,40
1600,85.00,34,40
1601,40.00,16,40
1602,87.50,35,40
1603,85.00,34,40
1604,97.50,39,40
1605,100.00,40,40
1606,100.00,40,40
1607,80.00,32,40
1608,60.00,24,40
1609,97.50,39,40
1610,77.50,31,40
1611,100.00,40,40
1612,57.50,23,40
1613,82.50,33,40
1614,80.00,32,40
1615,62.50,25,40
1616,97.50,39,40
1617,20.00,8,40
1618,80.00,32,40
1619,80.00,32,40
1620,75.00,30,40
1621,85.00,34,40
1622,90.00,36,40
1623,80.00,32,40
1624,57.50,23,40
1625,90.00,36,40
1626,35.00,14,40
1627,80.00,32,40
1628,57.50,23,40
1629,87.50,35,40
1630,97.50,39,40
1631,27.50,11,40
1632,67.50,27,40
1633,72.50,29,40
1634,90.00,36,40
1635,97.50,39,40
1636,100.00,40,40
1637,85.00,34,40
1638,90.00,36,40
1639,87.50,35,40
1640,87.50,35,40
1641,35.00,14,40
1642,92.50,37,40
1643,57.50,23,40
1644,67.50,27,40
1645,85.00,34,40
1646,87.50,35,40
1647,95.00,38,40
1648,87.50,35,40
1649,37.50,15,40
1650,90.00,36,40
1651,100.00,40,40
1652,72.50,29,40
1653,95.00,38,40
1654,47.50,19,40
1655,100.00,40,40
1656,80.00,32,40
1657,22.50,9,40
1658,95.00,38,40
1659,20.00,8,40
1660,70.00,28,40
1661,97.50,39,40
1662,95.00,38,40
1663,52.50,21,40
1664,100.00,40,40
1665,100.00,40,40
1666,40.00,16,40
1667,80.00,32,40
1668,80.00,32,40
1669,97.50,39,40
1670,80.00,32,40
1671,82.50,33,40
1672,27.50,11,40
1673,85.00,34,40
1674,70.00,28,40
1675,87.50,35,40
1676,100.00,40,40
1677,27.50,11,40
1678,17.50,7,40
1679,97.50,39,40
1680,82.50,33,40
1681,100.00,40,40
1682,50.00,20,40
1683,72.50,29,40
1684,82.50,33,40
1685,55.00,22,40
1686,92.50,37,40
1687,90.00,36,40
1688,75.00,30,40
1689,67.50,27,40
1690,70.00,28,40
1691,97.50,39,40
1692,95.00,38,40
1693,97.50,39,40
1694,37.50,15,40
1695,25.00,10,40
1696,100.00,40,40
1697,32.50,13,40
1698,42.50,17,40
1699,62.50,25,40
1700,97.50,39,40
1701,97.50,39,40
1702,57.50,23,40
1703,30.00,12,40
1704,60.00,24,40
1705,95.00,38,40
1706,75.00,30,40
1707,95.00,38,40
1708,90.00,36,40
1709,97.50,39,40
1710,82.50,33,40
1711,47.50,19,40
1712,100.00,40,40
1713,92.50,37,40
1714,97.50,39,40
1715,100.00,40,40
1716,97.50,39,40
1717,97.50,39,40
1718,82.50,33,40
1719,77.50,31,40
1720,90.00,36,40
1721,97.50,39,40
1722,42.50,17,40
1723,40.00,16,40
1724,97.50,39,40
1725,42.50,17,40
1726,82.50,33,40
1727,80.00,32,40
1728,52.50,21,40
1729,27.50,11,40
1730,75.00,30,40
1731,42.50,17,40
1732,70.00,28,40
1733,82.50,33,40
1734,72.50,29,40
1735,97.50,39,40
1736,35.00,14,40
1737,22.50,9,40
1738,25.00,10,40
1739,80.00,32,40
1740,70.00,28,40
1741,82.50,33,40
1742,30.00,12,40
1743,72.50,29,40
1744,90.00,36,40
1745,100.00,40,40
1746,35.00,14,40
1747,100.00,40,40
1748,70.00,28,40
1749,47.50,19,40
1750,95.00,38,40
1751,80.00,32,40
1752,47.50,19,40
1753,97.50,39,40
1754,52.50,21,40
1755,17.50,7,40
1756,97.50,39,40
1757,95.00,38,40
1758,85.00,34,40
1759,85.00,34,40
1760,100.00,40,40
1761,27.50,11,40
1762,72.50,29,40
1763,97.50,39,40
1764,95.00,38,40
1765,20.00,8,40
1766,35.00,14,40
1767,97.50,39,40
1768,100.00,40,40
1769,70.00,28,40
1770,82.50,33,40
1771,90.00,36,40
1772,87.50,35,40
1773,35.00,14,40
1774,67.50,27,40
1775,60.00,24,40
1776,67.50,27,40
1777,25.00,10,40
1778,70.00,28,40
1779,100.00,40,40
1780,32.50,13,40
1781,90.00,36,40
1782,85.00,34,40
1783,97.50,39,40
1784,65.00,26,40
1785,20.00,8,40
1786,22.50,9,40
1787,25.00,10,40
1788,77.50,31,40
1789,80.00,32,40
1790,100.00,40,40
1791,25.00,10,40
1792,72.50,29,40
1793,100.00,40,40
1794,95.00,38,40
1795,17.50,7,40
1796,80.00,32,40
1797,45.00,18,40
1798,90.00,36,40
1799,82.50,33,40
1800,35.00,14,40
1801,72.50,29,40
1802,85.00,34,40
1803,77.50,31,40
1804,90.00,36,40
1805,40.00,16,40
1806,95.00,38,40
1807,100.00,40,40
1808,17.50,7,40
1809,97.50,39,40
1810,32.50,13,40
1811,100.00,40,40
1812,97.50,39,40
1813,92.50,37,40
1814,52.50,21,40
1815,72.50,29,40
1816,37.50,15,40
1817,77.50,31,40
1818,82.50,33,40
1819,95.00,38,40
1820,97.50,39,40
1821,62.50,25,40
1822,37.50,15,40
1823,85.00,34,40
1824,95.00,38,40
1825,75.00,30,40
1826,25.00,10,40
1827,100.00,40,40
1828,72.50,29,40
1829,65.00,26,40
1830,92.50,37,40
1831,65.00,26,40
1832,27.50,11,40
1833,55.00,22,40
1834,87.50,35,40
1835,95.00,38,40
1836,25.00,10,40
1837,85.00,34,40
1838,100.00,40,40
1839,72.50,29,40
1840,100.00,40,40
1841,27.50,11,40
1842,100.00,40,40
1843,92.50,37,40
1844,55.00,22,40
1845,100.00,40,40
1846,52.50,21,40
1847,25.00,10,40
1848,92.50,37,40
1849,95.00,38,40
1850,47.50,19,40
1851,70.00,28,40
1852,87.50,35,40
1853,100.00,40,40
1854,32.50,13,40
1855,47.50,19,40
1856,95.00,38,40
1857,97.50,39,40
1858,77.50,31,40
1859,22.50,9,40
1860,22.50,9,40
1861,90.00,36,40
1862,97.50,39,40
1863,40.00,16,40
1864,100.00,40,40
1865,90.00,36,40
1866,95.00,38,40
1867,100.00,40,40
1868,72.50,29,40
1869,87.50,35,40
1870,72.50,29,40
1871,77.50,31,40
1872,77.50,31,40
1873,30.00,12,40
1874,72.50,29,40
1875,22.50,9,40
1876,30.00,12,40
1877,60.00,24,40
1878,80.00,32,40
1879,35.00,14,40
1880,87.50,35,40
1881,100.00,40,40
1882,27.50,11,40
1883,95.00,38,40
1884,27.50,11,40
1885,22.50,9,40
1886,95.00,38,40
1887,97.50,39,40
1888,92.50,37,40
1889,75.00,30,40
1890,87.50,35,40
1891,90.00,36,40
1892,25.00,10,40
1893,70.00,28,40
1894,62.50,25,40
1895,77.50,31,40
1896,20.00,8,40
1897,35.00,14,40
1898,57.50,23,40
1899,100.00,40,40
1900,92.50,37,40
1901,100.00,40,40
1902,55.00,22,40
1903,80.00,32,40
1904,77.50,31,40
1905,55.00,22,40
1906,85.00,34,40
1907,92.50,37,40
1908,77.50,31,40
1909,90.00,36,40
1910,85.00,34,40
1911,67.50,27,40
1912,47.50,19,40
1913,30.00,12,40
1914,70.00,28,40
1915,90.00,36,40
1916,85.00,34,40
1917,92.50,37,40
1918,52.50,21,40
1919,25.00,10,40
1920,82.50,33,40
1921,67.50,27,40
1922,75.00,30,40
1923,75.00,30,40
1924,97.50,39,40
1925,85.00,34,40
1926,97.50,39,40
1927,45.00,18,40
1928,45.00,18,40
1929,32.50,13,40
1930,70.00,28,40
1931,72.50,29,40
1932,97.50,39,40
1933,87.50,35,40
1934,100.00,40,40
1935,72.50,29,40
1936,90.00,36,40
1937,42.50,17,40
1938,50.00,20,40
1939,95.00,38,40
1940,95.00,38,40
1941,67.50,27,40
1942,92.50,37,40
1943,90.00,36,40
1944,100.00,40,40
1945,40.00,16,40
1946,65.00,26,40
1947,50.00,20,40
1948,100.00,40,40
1949,97.50,39,40
1950,95.00,38,40
1951,65.00,26,40
1952,25.00,10,40
1953,67.50,27,40
1954,97.50,39,40
1955,95.00,38,40
1956,42.50,17,40
1957,80.00,32,40
1958,72.50,29,40
1959,67.50,27,40
1960,40.00,16,40
1961,97.50,39,40
1962,100.00,40,40
1963,90.00,36,40
1964,25.00,10,40
1965,87.50,35,40
1966,100.00,40,40
1967,67.50,27,40
1968,100.00,40,40
1969,97.50,39,40
1970,87.50,35,40
1971,60.00,24,40
1972,85.00,34,40
1973,80.00,32,40
1974,52.50,21,40
1975,37.50,15,40
1976,90.00,36,40
1977,95.00,38,40
1978,62.50,25,40
1979,100.00,40,40
1980,80.00,32,40
1981,85.00,34,40
1982,97.50,39,40
1983,45.00,18,40
1984,100.00,40,40
1985,87.50,35,40
1986,20.00,8,40
1987,57.50,23,40
1988,67.50,27,40
1989,97.50,39,40
1990,42.50,17,40
1991,100.00,40,40
1992,20.00,8,40
1993,77.50,31,40
1994,87.50,35,40
1995,97.50,39,40
1996,20.00,8,40
1997,85.00,34,40
1998,65.00,26,40
1999,67.50,27,40
2000,45.00,18,40

